sid,schid,condition,tch_experience,sex,freelunch,race,content_area,score
303,66,regular.with.aide,13,girl,no,white,math,463
303,66,regular.with.aide,13,girl,no,white,reading,431
304,33,regular.with.aide,5,boy,yes,black,math,473
304,33,regular.with.aide,5,boy,yes,black,reading,434
305,61,small.class,11,girl,no,white,math,489
305,61,small.class,11,girl,no,white,reading,434
306,63,small.class,7,girl,yes,white,math,528
306,63,small.class,7,girl,yes,white,reading,465
307,30,regular,10,girl,yes,black,math,489
307,30,regular,10,girl,yes,black,reading,407
308,6,small.class,12,girl,no,white,math,478
308,6,small.class,12,girl,no,white,reading,431
309,18,regular,9,boy,no,black,math,473
309,18,regular,9,boy,no,black,reading,393
310,33,regular,6,girl,yes,black,math,320
310,33,regular,6,girl,yes,black,reading,360
311,76,regular,1,boy,no,white,math,463
311,76,regular,1,boy,no,white,reading,408
312,22,small.class,3,boy,yes,black,math,602
312,22,small.class,3,boy,yes,black,reading,518
313,76,regular,1,girl,no,white,math,500
313,76,regular,1,girl,no,white,reading,436
314,17,regular,0,boy,yes,black,math,444
314,17,regular,0,boy,yes,black,reading,403
315,68,small.class,8,girl,no,white,math,528
315,68,small.class,8,girl,no,white,reading,485
316,68,small.class,6,boy,no,white,math,536
316,68,small.class,6,boy,no,white,reading,448
317,49,regular,11,boy,no,white,math,536
317,49,regular,11,boy,no,white,reading,467
318,26,regular,15,girl,yes,black,math,473
318,26,regular,15,girl,yes,black,reading,428
319,18,regular,10,boy,yes,black,math,513
319,18,regular,10,boy,yes,black,reading,465
320,78,regular.with.aide,3,girl,no,white,math,513
320,78,regular.with.aide,3,girl,no,white,reading,492
321,9,regular,5,boy,no,white,math,399
321,9,regular,5,boy,no,white,reading,400
322,18,regular,9,boy,yes,white,math,434
322,18,regular,9,boy,yes,white,reading,398
323,49,regular,11,girl,no,white,math,520
323,49,regular,11,girl,no,white,reading,470
324,47,regular,5,boy,no,white,math,506
324,47,regular,5,boy,no,white,reading,424
325,11,regular.with.aide,13,girl,no,white,math,626
325,11,regular.with.aide,13,girl,no,white,reading,580
326,8,small.class,13,girl,yes,white,math,468
326,8,small.class,13,girl,yes,white,reading,421
327,22,regular,24,girl,yes,black,math,536
327,22,regular,24,girl,yes,black,reading,461
328,51,regular,13,boy,no,white,math,459
328,51,regular,13,boy,no,white,reading,427
329,36,small.class,7,boy,no,white,math,473
329,36,small.class,7,boy,no,white,reading,443
330,31,regular.with.aide,11,girl,yes,black,math,547
330,31,regular.with.aide,11,girl,yes,black,reading,497
331,76,small.class,8,boy,no,white,math,520
331,76,small.class,8,boy,no,white,reading,425
332,35,small.class,5,girl,no,white,math,412
332,35,small.class,5,girl,no,white,reading,408
333,54,regular.with.aide,7,girl,no,white,math,513
333,54,regular.with.aide,7,girl,no,white,reading,450
334,73,regular.with.aide,14,girl,yes,white,math,520
334,73,regular.with.aide,14,girl,yes,white,reading,456
335,13,small.class,4,boy,yes,white,math,494
335,13,small.class,4,boy,yes,white,reading,439
336,58,regular.with.aide,17,boy,no,white,math,506
336,58,regular.with.aide,17,boy,no,white,reading,456
337,22,small.class,9,boy,no,black,math,536
337,22,small.class,9,boy,no,black,reading,418
338,34,regular,17,girl,no,white,math,478
338,34,regular,17,girl,no,white,reading,430
339,57,small.class,8,boy,no,white,math,478
339,57,small.class,8,boy,no,white,reading,424
340,61,small.class,11,girl,yes,white,math,500
340,61,small.class,11,girl,yes,white,reading,400
341,55,small.class,15,boy,no,white,math,459
341,55,small.class,15,boy,no,white,reading,424
342,76,regular.with.aide,13,boy,no,white,math,478
342,76,regular.with.aide,13,boy,no,white,reading,410
343,16,small.class,2,girl,yes,black,math,484
343,16,small.class,2,girl,yes,black,reading,411
344,76,small.class,8,boy,no,white,math,484
344,76,small.class,8,boy,no,white,reading,425
345,72,regular.with.aide,10,boy,no,white,math,559
345,72,regular.with.aide,10,boy,no,white,reading,495
346,7,small.class,4,boy,no,white,math,520
346,7,small.class,4,boy,no,white,reading,456
347,43,small.class,0,boy,no,white,math,513
347,43,small.class,0,boy,no,white,reading,453
348,52,regular.with.aide,18,boy,no,white,math,520
348,52,regular.with.aide,18,boy,no,white,reading,476
349,44,regular.with.aide,0,boy,no,black,math,494
349,44,regular.with.aide,0,boy,no,black,reading,437
350,20,regular,4,boy,no,black,math,473
350,20,regular,4,boy,no,black,reading,419
351,15,small.class,12,girl,yes,black,math,478
351,15,small.class,12,girl,yes,black,reading,428
352,64,regular.with.aide,5,boy,no,white,math,459
352,64,regular.with.aide,5,boy,no,white,reading,522
353,63,small.class,4,girl,no,white,math,500
353,63,small.class,4,girl,no,white,reading,472
354,28,small.class,3,boy,yes,black,math,513
354,28,small.class,3,boy,yes,black,reading,470
355,20,small.class,21,boy,no,black,math,484
355,20,small.class,21,boy,no,black,reading,443
356,12,regular.with.aide,12,boy,no,white,math,506
356,12,regular.with.aide,12,boy,no,white,reading,453
357,47,regular,5,boy,no,white,math,454
357,47,regular,5,boy,no,white,reading,431
358,33,regular.with.aide,22,boy,yes,black,math,468
358,33,regular.with.aide,22,boy,yes,black,reading,433
359,9,regular.with.aide,14,boy,no,white,math,576
359,9,regular.with.aide,14,boy,no,white,reading,485
360,10,regular,3,boy,no,white,math,484
360,10,regular,3,boy,no,white,reading,458
361,15,small.class,12,girl,yes,black,math,449
361,15,small.class,12,girl,yes,black,reading,421
362,26,regular,15,girl,yes,black,math,459
362,26,regular,15,girl,yes,black,reading,431
363,61,small.class,7,boy,yes,white,math,439
363,61,small.class,7,boy,yes,white,reading,391
364,67,regular,0,boy,yes,white,math,459
364,67,regular,0,boy,yes,white,reading,416
365,48,regular,4,girl,yes,black,math,494
365,48,regular,4,girl,yes,black,reading,445
366,15,regular.with.aide,3,girl,yes,black,math,478
366,15,regular.with.aide,3,girl,yes,black,reading,407
367,16,regular.with.aide,17,boy,yes,black,math,365
367,16,regular.with.aide,17,boy,yes,black,reading,397
368,36,regular.with.aide,14,boy,yes,white,math,449
368,36,regular.with.aide,14,boy,yes,white,reading,448
369,8,small.class,13,girl,no,white,math,478
369,8,small.class,13,girl,no,white,reading,455
370,16,small.class,2,girl,yes,black,math,454
370,16,small.class,2,girl,yes,black,reading,413
371,38,regular.with.aide,8,girl,no,white,math,454
371,38,regular.with.aide,8,girl,no,white,reading,422
372,40,regular.with.aide,21,girl,yes,white,math,468
372,40,regular.with.aide,21,girl,yes,white,reading,440
373,40,regular,2,girl,yes,white,math,513
373,40,regular,2,girl,yes,white,reading,455
374,20,regular,4,boy,no,black,math,423
374,20,regular,4,boy,no,black,reading,393
375,30,regular,10,boy,yes,black,math,559
375,30,regular,10,boy,yes,black,reading,437
376,34,regular,17,girl,no,white,math,478
376,34,regular,17,girl,no,white,reading,425
377,57,regular.with.aide,8,boy,yes,white,math,399
377,57,regular.with.aide,8,boy,yes,white,reading,390
378,50,small.class,6,boy,no,white,math,494
378,50,small.class,6,boy,no,white,reading,437
379,6,regular.with.aide,11,boy,no,white,math,423
379,6,regular.with.aide,11,boy,no,white,reading,422
380,44,regular,24,girl,yes,black,math,473
380,44,regular,24,girl,yes,black,reading,436
381,62,small.class,6,boy,yes,white,math,459
381,62,small.class,6,boy,yes,white,reading,414
382,30,regular.with.aide,24,boy,yes,black,math,559
382,30,regular.with.aide,24,boy,yes,black,reading,495
383,40,regular.with.aide,21,girl,no,white,math,576
383,40,regular.with.aide,21,girl,no,white,reading,455
384,16,small.class,2,boy,yes,black,math,494
384,16,small.class,2,boy,yes,black,reading,418
385,41,small.class,18,boy,no,white,math,602
385,41,small.class,18,boy,no,white,reading,497
386,76,small.class,8,boy,no,white,math,500
386,76,small.class,8,boy,no,white,reading,425
387,40,regular,2,boy,yes,white,math,449
387,40,regular,2,boy,yes,white,reading,451
388,46,regular,12,boy,no,white,math,494
388,46,regular,12,boy,no,white,reading,442
389,63,regular.with.aide,12,girl,yes,black,math,484
389,63,regular.with.aide,12,girl,yes,black,reading,456
390,14,regular.with.aide,1,boy,yes,black,math,489
390,14,regular.with.aide,1,boy,yes,black,reading,413
391,9,regular,5,boy,yes,white,math,439
391,9,regular,5,boy,yes,white,reading,413
392,37,regular,5,boy,no,white,math,489
392,37,regular,5,boy,no,white,reading,425
393,35,regular,4,boy,yes,white,math,444
393,35,regular,4,boy,yes,white,reading,411
394,68,small.class,8,boy,yes,white,math,506
394,68,small.class,8,boy,yes,white,reading,448
395,31,regular,0,girl,yes,black,math,528
395,31,regular,0,girl,yes,black,reading,425
396,79,regular,13,girl,yes,white,math,412
396,79,regular,13,girl,yes,white,reading,393
397,32,regular.with.aide,2,boy,yes,black,math,418
397,32,regular.with.aide,2,boy,yes,black,reading,410
398,39,small.class,6,boy,yes,white,math,459
398,39,small.class,6,boy,yes,white,reading,398
399,18,regular,9,boy,no,black,math,489
399,18,regular,9,boy,no,black,reading,434
400,40,small.class,27,girl,yes,white,math,434
400,40,small.class,27,girl,yes,white,reading,425
401,73,regular,19,boy,no,white,math,559
401,73,regular,19,boy,no,white,reading,424
402,28,regular,7,boy,yes,black,math,478
402,28,regular,7,boy,yes,black,reading,430
403,22,small.class,3,boy,yes,black,math,626
403,22,small.class,3,boy,yes,black,reading,470
404,1,small.class,14,boy,no,white,math,626
404,1,small.class,14,boy,no,white,reading,565
405,57,small.class,1,girl,no,white,math,473
405,57,small.class,1,girl,no,white,reading,421
406,63,regular,10,boy,no,white,math,513
406,63,regular,10,boy,no,white,reading,538
407,33,regular,6,girl,yes,black,math,418
407,33,regular,6,girl,yes,black,reading,397
408,2,regular,6,girl,no,white,math,454
408,2,regular,6,girl,no,white,reading,410
409,12,small.class,9,girl,no,white,math,602
409,12,small.class,9,girl,no,white,reading,455
410,47,regular.with.aide,15,girl,no,white,math,463
410,47,regular.with.aide,15,girl,no,white,reading,407
411,11,regular.with.aide,13,boy,no,white,math,559
411,11,regular.with.aide,13,boy,no,white,reading,510
412,27,small.class,11,boy,yes,black,math,520
412,27,small.class,11,boy,yes,black,reading,442
413,65,regular.with.aide,9,boy,no,white,math,468
413,65,regular.with.aide,9,boy,no,white,reading,450
414,69,regular,16,boy,no,white,math,500
414,69,regular,16,boy,no,white,reading,439
415,30,small.class,2,boy,yes,black,math,547
415,30,small.class,2,boy,yes,black,reading,461
416,30,regular.with.aide,24,boy,no,black,math,559
416,30,regular.with.aide,24,boy,no,black,reading,518
417,43,small.class,15,girl,no,white,math,506
417,43,small.class,15,girl,no,white,reading,434
418,70,regular.with.aide,27,girl,no,white,math,473
418,70,regular.with.aide,27,girl,no,white,reading,451
419,74,small.class,12,boy,no,white,math,459
419,74,small.class,12,boy,no,white,reading,419
420,1,regular,10,boy,yes,black,math,418
420,1,regular,10,boy,yes,black,reading,400
421,15,regular.with.aide,3,girl,yes,black,math,468
421,15,regular.with.aide,3,girl,yes,black,reading,421
422,76,regular,2,girl,yes,white,math,473
422,76,regular,2,girl,yes,white,reading,408
423,8,regular.with.aide,12,girl,yes,white,math,423
423,8,regular.with.aide,12,girl,yes,white,reading,388
424,41,regular,15,boy,no,white,math,536
424,41,regular,15,boy,no,white,reading,451
425,32,regular.with.aide,2,girl,yes,black,math,449
425,32,regular.with.aide,2,girl,yes,black,reading,418
426,19,regular.with.aide,1,boy,yes,black,math,484
426,19,regular.with.aide,1,boy,yes,black,reading,419
427,62,regular,16,girl,yes,white,math,429
427,62,regular,16,girl,yes,white,reading,410
428,74,small.class,12,boy,yes,white,math,468
428,74,small.class,12,boy,yes,white,reading,414
429,54,regular,13,girl,no,white,math,494
429,54,regular,13,girl,no,white,reading,453
430,3,regular,8,boy,yes,white,math,520
430,3,regular,8,boy,yes,white,reading,470
431,53,small.class,9,girl,yes,black,math,365
431,53,small.class,9,girl,yes,black,reading,391
432,59,regular,0,boy,no,white,math,576
432,59,regular,0,boy,no,white,reading,455
433,75,regular,11,boy,no,white,math,449
433,75,regular,11,boy,no,white,reading,397
434,58,regular,3,boy,no,white,math,473
434,58,regular,3,boy,no,white,reading,431
435,64,regular.with.aide,5,boy,no,white,math,449
435,64,regular.with.aide,5,boy,no,white,reading,439
436,19,regular.with.aide,1,girl,yes,black,math,489
436,19,regular.with.aide,1,girl,yes,black,reading,442
437,27,small.class,11,boy,yes,black,math,547
437,27,small.class,11,boy,yes,black,reading,447
438,56,small.class,3,boy,no,white,math,412
438,56,small.class,3,boy,no,white,reading,410
439,11,regular.with.aide,13,boy,no,white,math,602
439,11,regular.with.aide,13,boy,no,white,reading,497
440,70,regular.with.aide,27,girl,yes,white,math,559
440,70,regular.with.aide,27,girl,yes,white,reading,474
441,1,regular,5,boy,no,white,math,513
441,1,regular,5,boy,no,white,reading,439
442,64,regular,20,boy,yes,white,math,384
442,64,regular,20,boy,yes,white,reading,358
443,47,regular,5,boy,no,white,math,429
443,47,regular,5,boy,no,white,reading,413
444,4,regular.with.aide,7,boy,yes,white,math,449
444,4,regular.with.aide,7,boy,yes,white,reading,411
445,43,regular.with.aide,17,boy,no,white,math,484
445,43,regular.with.aide,17,boy,no,white,reading,416
446,21,regular,1,girl,no,white,math,484
446,21,regular,1,girl,no,white,reading,447
447,13,regular,6,boy,no,white,math,513
447,13,regular,6,boy,no,white,reading,448
448,7,regular,0,boy,no,white,math,494
448,7,regular,0,boy,no,white,reading,445
449,25,small.class,12,boy,yes,white,math,484
449,25,small.class,12,boy,yes,white,reading,422
450,47,regular.with.aide,15,girl,no,white,math,439
450,47,regular.with.aide,15,girl,no,white,reading,403
451,72,regular,12,boy,no,white,math,536
451,72,regular,12,boy,no,white,reading,470
452,4,regular,8,girl,no,white,math,500
452,4,regular,8,girl,no,white,reading,442
453,33,small.class,14,girl,yes,black,math,463
453,33,small.class,14,girl,yes,black,reading,414
454,51,regular.with.aide,12,boy,no,white,math,494
454,51,regular.with.aide,12,boy,no,white,reading,427
455,72,regular.with.aide,10,boy,no,white,math,513
455,72,regular.with.aide,10,boy,no,white,reading,451
456,10,regular,3,boy,no,white,math,528
456,10,regular,3,boy,no,white,reading,476
457,10,regular.with.aide,12,boy,yes,white,math,418
457,10,regular.with.aide,12,boy,yes,white,reading,391
458,51,small.class,10,girl,no,black,math,489
458,51,small.class,10,girl,no,black,reading,418
459,7,regular.with.aide,9,boy,no,white,math,520
459,7,regular.with.aide,9,boy,no,white,reading,443
460,76,regular,1,girl,yes,white,math,500
460,76,regular,1,girl,yes,white,reading,437
461,18,regular.with.aide,11,boy,yes,black,math,454
461,18,regular.with.aide,11,boy,yes,black,reading,414
462,34,small.class,2,boy,yes,white,math,434
462,34,small.class,2,boy,yes,white,reading,434
463,57,regular,2,boy,yes,white,math,444
463,57,regular,2,boy,yes,white,reading,397
464,25,regular.with.aide,2,girl,yes,white,math,494
464,25,regular.with.aide,2,girl,yes,white,reading,451
465,45,regular.with.aide,11,boy,yes,black,math,399
465,45,regular.with.aide,11,boy,yes,black,reading,380
466,16,small.class,1,girl,yes,black,math,429
466,16,small.class,1,girl,yes,black,reading,400
467,4,small.class,0,boy,no,white,math,489
467,4,small.class,0,boy,no,white,reading,450
468,40,small.class,4,girl,yes,white,math,484
468,40,small.class,4,girl,yes,white,reading,416
469,27,regular.with.aide,20,boy,yes,black,math,494
469,27,regular.with.aide,20,boy,yes,black,reading,451
470,25,small.class,12,boy,yes,white,math,547
470,25,small.class,12,boy,yes,white,reading,436
471,72,small.class,16,boy,no,white,math,520
471,72,small.class,16,boy,no,white,reading,472
472,68,regular,16,girl,no,white,math,500
472,68,regular,16,girl,no,white,reading,447
473,43,regular,3,boy,no,white,math,473
473,43,regular,3,boy,no,white,reading,407
474,36,regular,15,girl,no,white,math,439
474,36,regular,15,girl,no,white,reading,442
475,45,regular,12,boy,yes,black,math,478
475,45,regular,12,boy,yes,black,reading,439
476,72,small.class,6,girl,yes,white,math,547
476,72,small.class,6,girl,yes,white,reading,450
477,27,regular,0,boy,no,black,math,513
477,27,regular,0,boy,no,black,reading,470
478,6,regular.with.aide,11,girl,no,white,math,489
478,6,regular.with.aide,11,girl,no,white,reading,431
479,75,regular.with.aide,11,girl,no,white,math,500
479,75,regular.with.aide,11,girl,no,white,reading,431
480,27,regular,0,girl,no,black,math,439
480,27,regular,0,girl,no,black,reading,442
481,42,regular.with.aide,3,girl,no,white,math,439
481,42,regular.with.aide,3,girl,no,white,reading,393
482,21,regular.with.aide,5,boy,yes,black,math,484
482,21,regular.with.aide,5,boy,yes,black,reading,414
483,66,regular.with.aide,3,boy,yes,white,math,429
483,66,regular.with.aide,3,boy,yes,white,reading,400
484,21,regular,1,girl,yes,black,math,520
484,21,regular,1,girl,yes,black,reading,455
485,63,regular.with.aide,12,boy,no,white,math,520
485,63,regular.with.aide,12,boy,no,white,reading,427
486,29,regular,5,girl,yes,black,math,449
486,29,regular,5,girl,yes,black,reading,405
487,17,small.class,20,boy,yes,black,math,489
